product_id,product_name
229,Tanzanian Shilling
230,Egyptian Pound
231,European Unit of Account 17(E.U.A.-17)
232,Comoro Franc
233,Lempira
234,Colombian Peso Unidad de Valor Real
235,Boliviano Mvdol
236,CFA Franc BCEAO
237,Uzbekistan Sum
238,Congolese Franc
239,Uzbekistan Sum
240,Kip
241,Brazilian Real
242,Nepalese Rupee
243,Kwacha
244,Latvian Lats
245,Croatian Kuna
246,Armenian Dram
247,Liberian Dollar
248,Bolivar Fuerte
249,Rwanda Franc
250,Convertible Marks
251,Costa Rican Colon
252,Cordoba Oro
253,Tenge
254,Syrian Pound
255,Trinidad and Tobago Dollar
256,Egyptian Pound
257,CFA Franc BCEAO
258,North Korean Won
259,Cape Verde Escudo
260,Australian Dollar
261,Uganda Shilling
262,Lebanese Pound
263,Brunei Dollar
264,Gibraltar Pound
265,Lari
266,Dalasi
267,Argentine Peso
268,Argentine Peso
269,Lempira
270,Quetzal
271,Liberian Dollar
272,Forint
273,Hryvnia
274,Libyan Dinar
275,Jordanian Dinar
276,Aruban Guilder
277,Egyptian Pound
278,Colombian Peso Unidad de Valor Real
279,Dominican Peso
280,Kip
281,Som
282,Lempira
283,Yen
284,Gibraltar Pound
285,Denar
286,Egyptian Pound
287,Costa Rican Colon
288,Solomon Islands Dollar
289,Uzbekistan Sum
290,Dobra
291,European Monetary Unit (E.M.U.-6)
292,Quetzal
293,Denar
294,Cayman Islands Dollar
295,Bahamian Dollar
296,Dominican Peso
297,Surinam Dollar
298,Serbian Dinar
299,Singapore Dollar
300,Bahraini Dinar
301,Swiss Franc
302,Bahamian Dollar
303,Solomon Islands Dollar
304,Hong Kong Dollar
305,UIC-Franc
306,Latvian Lats
307,Falkland Islands Pound
308,Comoro Franc
309,North Korean Won
310,Colombian Peso Unidad de Valor Real
311,Swiss Franc
312,Indian Rupee Ngultrum
313,Gourde US Dollar
314,Congolese Franc
315,Comoro Franc
316,Zloty
317,Congolese Franc
318,Bond Markets Units European Composite Unit (EURCO)
319,Comoro Franc
320,Lempira
321,Cape Verde Escudo
322,Hryvnia
323,Aruban Guilder
324,Croatian Kuna
325,Bond Markets Units European Composite Unit (EURCO)
326,Egyptian Pound
327,Congolese Franc
328,Tanzanian Shilling
329,European Unit of Account 9(E.U.A.-9)
330,Costa Rican Colon
331,Bulgarian Lev
332,Yen
333,Ouguiya
334,Swiss Franc
335,Brazilian Real
336,Argentine Peso
337,Falkland Islands Pound
338,Yuan Renminbi
339,Hryvnia
340,Brazilian Real
341,Dominican Peso
342,Tanzanian Shilling
343,Bond Markets Units European Composite Unit (EURCO)
344,Solomon Islands Dollar
345,Liberian Dollar
346,Lithuanian Litas
347,Comoro Franc
348,European Unit of Account 9(E.U.A.-9)
349,Lempira
350,Denar
351,European Unit of Account 9(E.U.A.-9)
352,Forint
353,Kip
354,Belarussian Ruble
355,New Leu
356,Kina
357,Nepalese Rupee
358,Latvian Lats
359,Vatu
360,Surinam Dollar
361,El Salvador Colon US Dollar
362,Peso Uruguayo Uruguay Peso en Unidades Indexadas
363,Kina
364,Gibraltar Pound
365,Lari
366,Latvian Lats
367,Djibouti Franc
368,Comoro Franc
369,Bermudian Dollar (customarily known as Bermuda Dollar)
370,North Korean Won
371,Hong Kong Dollar
372,Lempira
373,Uzbekistan Sum
374,Pataca
375,Lari
376,Libyan Dinar
377,CFP Franc
378,Swiss Franc
379,Qatari Rial
380,New Leu
381,Argentine Peso
382,Bulgarian Lev
383,Kina
384,Lempira
385,Peso Uruguayo Uruguay Peso en Unidades Indexadas
386,North Korean Won
387,Tanzanian Shilling
388,Rupiah
389,Congolese Franc
390,Danish Krone
391,Indian Rupee
392,Palladium
393,Zloty
394,Iranian Rial
395,Rwanda Franc
396,Sri Lanka Rupee
397,Nepalese Rupee
398,Lempira
399,CFA Franc BEAC
400,Ethiopian Birr
401,Cape Verde Escudo
402,Brazilian Real
403,Convertible Marks
404,Convertible Marks
405,Bond Markets Units European Composite Unit (EURCO)
406,Barbados Dollar
407,Euro
408,Solomon Islands Dollar
409,Liberian Dollar
410,Leone
411,Bulgarian Lev
412,Rupiah
413,Dalasi
414,Serbian Dinar
415,Rwanda Franc
416,Forint
417,Naira
418,Costa Rican Colon
419,Bermudian Dollar (customarily known as Bermuda Dollar)
420,Dominican Peso
421,Som
422,Brunei Dollar
423,Rwanda Franc
424,Philippine Peso
425,Indian Rupee Ngultrum
426,Ethiopian Birr
427,Palladium
428,Dominican Peso
429,North Korean Won
430,Liberian Dollar
431,Dobra
432,Serbian Dinar
433,Armenian Dram
434,Vatu
435,Lari
436,Bahraini Dinar
437,Philippine Peso
438,Vatu
439,East Caribbean Dollar
440,Belarussian Ruble
441,UIC-Franc
442,CFP Franc
443,North Korean Won
444,Egyptian Pound
445,Hryvnia
446,Comoro Franc
447,Denar
448,Croatian Kuna
449,Ouguiya
450,Hryvnia
451,Convertible Marks
452,Djibouti Franc
453,Jamaican Dollar
454,Pula
455,Lari
456,Rupiah
457,Sri Lanka Rupee
458,Convertible Marks
459,Bond Markets Units European Composite Unit (EURCO)
460,Saint Helena Pound
461,Solomon Islands Dollar
462,CFA Franc BEAC
463,Ouguiya
464,European Unit of Account 17(E.U.A.-17)
465,Bermudian Dollar (customarily known as Bermuda Dollar)
466,Danish Krone
467,Tenge
468,Euro
469,Qatari Rial
470,Iranian Rial
471,Jordanian Dinar
472,Tugrik
473,Australian Dollar
474,CFA Franc BEAC
475,Solomon Islands Dollar
476,Gibraltar Pound
477,Dalasi
478,Indian Rupee Ngultrum
479,Lempira
480,Azerbaijanian Manat
481,Uzbekistan Sum
482,Jordanian Dinar
483,CFP Franc
484,New Leu
485,Brazilian Real
486,Bolivar Fuerte
487,Aruban Guilder
488,Tenge
489,Philippine Peso
490,Aruban Guilder
491,Nepalese Rupee
492,Gourde US Dollar
493,Colombian Peso Unidad de Valor Real
494,Pula
495,Pula
496,Zloty
497,Costa Rican Colon
498,Indian Rupee
499,Solomon Islands Dollar
500,Tenge
501,Uzbekistan Sum
502,Brunei Dollar
503,Kip
504,Solomon Islands Dollar
505,Libyan Dinar
506,Kip
507,Lari
508,Tenge
509,Bond Markets Units European Composite Unit (EURCO)
510,El Salvador Colon US Dollar
511,Dominican Peso
512,North Korean Won
513,CFA Franc BCEAO
514,Bolivar Fuerte
515,Kip
516,Trinidad and Tobago Dollar
517,Yen
518,Dominican Peso
519,Lithuanian Litas
520,Nepalese Rupee
521,Solomon Islands Dollar
522,El Salvador Colon US Dollar
523,Pataca
524,Indian Rupee Ngultrum
525,Bahraini Dinar
526,Indian Rupee Ngultrum
527,Congolese Franc
528,CFA Franc BEAC
529,Convertible Marks
530,Peso Uruguayo Uruguay Peso en Unidades Indexadas
531,Cape Verde Escudo
532,Armenian Dram
533,Moroccan Dirham
534,Tugrik
535,Danish Krone
536,Pakistan Rupee
537,Cape Verde Escudo
538,Brazilian Real
539,Forint
540,Indian Rupee Ngultrum
541,Tanzanian Shilling
542,Argentine Peso
543,CFP Franc
544,Croatian Kuna
545,Dalasi
546,Yuan Renminbi
547,Kip
548,Hong Kong Dollar
549,Armenian Dram
550,Rwanda Franc
551,Uzbekistan Sum
552,Aruban Guilder
553,Dalasi
554,Lari
555,Bermudian Dollar (customarily known as Bermuda Dollar)
556,Yuan Renminbi
557,Quetzal
558,Kwacha
559,Uzbekistan Sum
560,Forint
561,Colombian Peso Unidad de Valor Real
562,European Unit of Account 17(E.U.A.-17)
563,Tunisian Dinar
564,Kip
565,Argentine Peso
566,Malagasy Ariary
567,Danish Krone
568,Tala
569,Aruban Guilder
570,Uganda Shilling
571,Surinam Dollar
572,Convertible Marks
573,Pula
574,Costa Rican Colon
575,Serbian Dinar
576,Dalasi
577,Rupiah
578,Lempira
579,Rwanda Franc
580,Australian Dollar
581,Lebanese Pound
582,Comoro Franc
583,Uganda Shilling
584,Dalasi
585,Kip
586,CFA Franc BCEAO
587,Dominican Peso
588,Peso Uruguayo Uruguay Peso en Unidades Indexadas
589,Libyan Dinar
590,Indian Rupee
591,Bond Markets Units European Composite Unit (EURCO)
592,Rwanda Franc
593,Aruban Guilder
594,Dominican Peso
595,Ethiopian Birr
596,Uzbekistan Sum
597,Solomon Islands Dollar
598,Moroccan Dirham
599,Syrian Pound
600,El Salvador Colon US Dollar
601,Yen
602,Som
603,Liberian Dollar
604,CFA Franc BCEAO
605,Kip
606,Bahraini Dinar
607,Philippine Peso
608,Rwanda Franc
609,Singapore Dollar
610,Bahamian Dollar
611,Ethiopian Birr
612,Qatari Rial
613,Lempira
614,Pakistan Rupee
615,Moroccan Dirham
616,European Unit of Account 17(E.U.A.-17)
617,East Caribbean Dollar
618,Solomon Islands Dollar
619,Solomon Islands Dollar
620,Kip
621,Tanzanian Shilling
622,Palladium
623,Latvian Lats
624,Swiss Franc
625,Kip
626,Peso Uruguayo Uruguay Peso en Unidades Indexadas
627,Azerbaijanian Manat
628,Jamaican Dollar
629,Quetzal
630,El Salvador Colon US Dollar
631,Peso Uruguayo Uruguay Peso en Unidades Indexadas
632,Liberian Dollar
633,Comoro Franc
634,Tunisian Dinar
635,Hryvnia
636,Pula
637,Brazilian Real
638,Lempira
639,Dalasi
640,Indian Rupee
641,Rwanda Franc
642,North Korean Won
643,Bahamian Dollar
644,Quetzal
645,Saint Helena Pound
646,Dalasi
647,Solomon Islands Dollar
648,Indian Rupee Ngultrum
649,New Leu
650,Brazilian Real
651,New Leu
652,European Unit of Account 9(E.U.A.-9)
653,Bond Markets Units European Composite Unit (EURCO)
654,Kip
655,Qatari Rial
656,Kina
657,Rwanda Franc
658,European Unit of Account 17(E.U.A.-17)
659,Aruban Guilder
660,Palladium
661,Palladium
662,Lithuanian Litas
663,Qatari Rial
664,Libyan Dinar
665,Liberian Dollar
666,Gourde US Dollar
667,Rupiah
668,Moroccan Dirham
669,Malagasy Ariary
670,Uzbekistan Sum
671,Egyptian Pound
672,Kip
673,CFP Franc
674,Bulgarian Lev
675,Kip
676,Latvian Lats
677,Moroccan Dirham
678,Quetzal
679,Lempira
680,Costa Rican Colon
681,Comoro Franc
682,Denar
683,Tugrik
684,European Unit of Account 9(E.U.A.-9)
685,Rial Omani
686,Brazilian Real
687,Kwacha
688,Peso Uruguayo Uruguay Peso en Unidades Indexadas
689,Palladium
690,Peso Uruguayo Uruguay Peso en Unidades Indexadas
691,Pa'anga
692,Bahraini Dinar
693,Singapore Dollar
694,Pula
695,Kina
696,North Korean Won
697,Brazilian Real
698,Tanzanian Shilling
699,Latvian Lats
700,Singapore Dollar
701,Bolivar Fuerte
702,Kip
703,Bahamian Dollar
704,Rwanda Franc
705,Peso Uruguayo Uruguay Peso en Unidades Indexadas
706,Bond Markets Units European Composite Unit (EURCO)
707,Cape Verde Escudo
708,Rwanda Franc
709,Syrian Pound
710,Denar
711,Egyptian Pound
712,Liberian Dollar
713,Pula
714,Malagasy Ariary
715,Nepalese Rupee
716,Tugrik
717,Lari
718,European Unit of Account 9(E.U.A.-9)
719,Latvian Lats
720,Congolese Franc
721,Danish Krone
722,Colombian Peso Unidad de Valor Real
723,El Salvador Colon US Dollar
724,Som
725,Djibouti Franc
726,Falkland Islands Pound
727,Lebanese Pound
728,Kip
729,Aruban Guilder
730,Libyan Dinar
731,New Leu
732,Dalasi
733,Zloty
734,Tala
735,CFA Franc BCEAO
736,Som
737,Falkland Islands Pound
738,Saint Helena Pound
739,Armenian Dram
740,Kip
741,Uganda Shilling
742,Bahraini Dinar
743,Rwanda Franc
744,Quetzal
745,Quetzal
746,Pataca
747,Iranian Rial
748,Yuan Renminbi
749,Rial Omani
750,Indian Rupee Ngultrum
751,Bolivar Fuerte
752,Libyan Dinar
753,Tugrik
754,Libyan Dinar
755,Hryvnia
756,Forint
757,El Salvador Colon US Dollar
758,Indian Rupee Ngultrum
759,Pula
760,CFA Franc BEAC
761,Pataca
762,Latvian Lats
763,Brazilian Real
764,Lebanese Pound
765,Egyptian Pound
766,Naira
767,Kip
768,Zloty
769,Armenian Dram
770,Hryvnia
771,Egyptian Pound
772,Swiss Franc
773,Serbian Dinar
774,Ethiopian Birr
775,Pakistan Rupee
776,Argentine Peso
777,Comoro Franc
778,Peso Uruguayo Uruguay Peso en Unidades Indexadas
779,Lempira
780,Peso Uruguayo Uruguay Peso en Unidades Indexadas
781,Bulgarian Lev
782,Naira
783,New Leu
784,Latvian Lats
785,Barbados Dollar
786,Egyptian Pound
787,Jamaican Dollar
788,European Unit of Account 9(E.U.A.-9)
789,Libyan Dinar
790,Latvian Lats
791,Lebanese Pound
792,Surinam Dollar
793,Denar
794,Bond Markets Units European Composite Unit (EURCO)
795,Nepalese Rupee
796,Tugrik
797,Hong Kong Dollar
798,European Unit of Account 9(E.U.A.-9)
799,Lebanese Pound
800,Som
801,Hong Kong Dollar
802,Indian Rupee Ngultrum
803,Armenian Dram
804,Hong Kong Dollar
805,Ethiopian Birr
806,Tala
807,Kip
808,Bolivar Fuerte
809,Rwanda Franc
810,European Unit of Account 9(E.U.A.-9)
811,European Unit of Account 17(E.U.A.-17)
812,Som
813,Lari
814,Pula
815,Denar
816,Kip
817,Saint Helena Pound
818,Indian Rupee Ngultrum
819,Rwanda Franc
820,Tunisian Dinar
821,North Korean Won
822,Sri Lanka Rupee
823,Pula
824,Moroccan Dirham
825,Comoro Franc
826,Nepalese Rupee
827,Palladium
828,Singapore Dollar
829,Bulgarian Lev
830,Rupiah
831,Kip
832,Kip
833,Kip
834,Tanzanian Shilling
835,Ethiopian Birr
836,Costa Rican Colon
837,Lebanese Pound
838,Convertible Marks
839,Lari
840,Dominican Peso
841,Solomon Islands Dollar
842,Kip
843,Jordanian Dinar
844,Sri Lanka Rupee
845,Quetzal
846,Liberian Dollar
847,Convertible Marks
848,El Salvador Colon US Dollar
849,Indian Rupee Ngultrum
850,El Salvador Colon US Dollar
851,Qatari Rial
852,Lari
853,Kip
854,Denar
855,Lari
856,El Salvador Colon US Dollar
857,Libyan Dinar
858,Australian Dollar
859,Barbados Dollar
860,Lithuanian Litas
861,Cayman Islands Dollar
862,Cordoba Oro
863,Dobra
864,Indian Rupee Ngultrum
865,Dominican Peso
866,Pula
867,Lempira
868,Armenian Dram
869,Bond Markets Units European Composite Unit (EURCO)
870,Bolivar Fuerte
871,CFP Franc
872,Serbian Dinar
873,Hong Kong Dollar
874,Uzbekistan Sum
875,Bahraini Dinar
876,CFA Franc BEAC
877,Yuan Renminbi
878,Libyan Dinar
879,Kip
880,Armenian Dram
881,Congolese Franc
882,Leone
883,Rwanda Franc
884,Latvian Lats
885,Lempira
886,North Korean Won
887,Peso Uruguayo Uruguay Peso en Unidades Indexadas
888,Convertible Marks
889,Bahamian Dollar
890,Pataca
891,Convertible Marks
892,Convertible Marks
893,Egyptian Pound
894,Cayman Islands Dollar
895,European Unit of Account 9(E.U.A.-9)
896,Solomon Islands Dollar
897,Gibraltar Pound
898,Costa Rican Colon
899,Philippine Peso
900,CFA Franc BCEAO
901,Surinam Dollar
902,Vatu
903,Surinam Dollar
904,Pa'anga
905,Djibouti Franc
906,Dominican Peso
907,Lebanese Pound
908,Surinam Dollar
909,North Korean Won
910,Costa Rican Colon
911,Colombian Peso Unidad de Valor Real
912,Djibouti Franc
913,Aruban Guilder
914,Lempira
915,European Unit of Account 17(E.U.A.-17)
916,Kip
917,Saint Helena Pound
918,Rwanda Franc
919,Dominican Peso
920,Lari
921,Ethiopian Birr
922,Kip
923,Rwanda Franc
924,Cordoba Oro
925,Dobra
926,Swiss Franc
927,Danish Krone
928,Cordoba Oro
929,Pula
930,Pula
931,European Monetary Unit (E.M.U.-6)
932,New Leu
933,Syrian Pound
934,Cordoba Oro
935,CFA Franc BCEAO
936,Ouguiya
937,Lempira
938,El Salvador Colon US Dollar
939,El Salvador Colon US Dollar
940,European Unit of Account 17(E.U.A.-17)
941,Bond Markets Units European Composite Unit (EURCO)
942,Costa Rican Colon
943,Latvian Lats
944,Uzbekistan Sum
945,CFA Franc BEAC
946,Bahamian Dollar
947,Aruban Guilder
948,Ethiopian Birr
949,Malagasy Ariary
950,Costa Rican Colon
951,Azerbaijanian Manat
952,Indian Rupee Ngultrum
953,Yuan Renminbi
954,Qatari Rial
955,North Korean Won
956,Rwanda Franc
957,Cayman Islands Dollar
958,Liberian Dollar
959,European Unit of Account 17(E.U.A.-17)
960,Bulgarian Lev
961,Libyan Dinar
962,Hryvnia
963,Peso Uruguayo Uruguay Peso en Unidades Indexadas
964,Uganda Shilling
965,Egyptian Pound
966,Belarussian Ruble
967,Hryvnia
968,Cayman Islands Dollar
969,Philippine Peso
970,Brazilian Real
971,Kina
972,Peso Uruguayo Uruguay Peso en Unidades Indexadas
973,Ethiopian Birr
974,European Unit of Account 17(E.U.A.-17)
975,Brunei Dollar
976,North Korean Won
977,Kip
978,El Salvador Colon US Dollar
979,Indian Rupee Ngultrum
980,Cordoba Oro
981,Belarussian Ruble
982,Rwanda Franc
983,Nepalese Rupee
984,Naira
985,CFA Franc BEAC
986,Peso Uruguayo Uruguay Peso en Unidades Indexadas
987,Lebanese Pound
988,Brunei Dollar
989,Swiss Franc
990,New Leu
991,Tala
992,Pula
993,Gourde US Dollar
994,Liberian Dollar
995,Croatian Kuna
996,Dobra
997,Swiss Franc
998,Solomon Islands Dollar
999,Boliviano Mvdol
1000,Bermudian Dollar (customarily known as Bermuda Dollar)
1001,Moroccan Dirham
1002,Colombian Peso Unidad de Valor Real
1003,Boliviano Mvdol
1004,North Korean Won
1005,Sri Lanka Rupee
1006,Jordanian Dinar
1007,Brazilian Real
1008,Rwanda Franc
1009,Denar
1010,Azerbaijanian Manat
1011,CFA Franc BEAC
1012,Azerbaijanian Manat
1013,Bermudian Dollar (customarily known as Bermuda Dollar)
1014,Hong Kong Dollar
1015,Pakistan Rupee
1016,UIC-Franc
1017,Danish Krone
1018,Aruban Guilder
1019,Singapore Dollar
1020,Dominican Peso
1021,Comoro Franc
1022,Sri Lanka Rupee
1023,Bermudian Dollar (customarily known as Bermuda Dollar)
1024,Pula
1025,Argentine Peso
1026,Comoro Franc
1027,Kina
1028,Rupiah
1029,Philippine Peso
1030,Cordoba Oro
1031,Lari
1032,Iranian Rial
1033,Qatari Rial
1034,Yen
1035,Pataca
1036,Pakistan Rupee
1037,Hryvnia
1038,Swiss Franc
1039,Lempira
1040,Nepalese Rupee
1041,Rwanda Franc
1042,Liberian Dollar
1043,Boliviano Mvdol
1044,Rwanda Franc
1045,Comoro Franc
1046,Hong Kong Dollar
1047,Quetzal
1048,European Unit of Account 17(E.U.A.-17)
1049,Barbados Dollar
1050,Kip
1051,Boliviano Mvdol
1052,Brunei Dollar
1053,Peso Uruguayo Uruguay Peso en Unidades Indexadas
1054,Pa'anga
1055,European Unit of Account 17(E.U.A.-17)
1056,Indian Rupee Ngultrum
1057,El Salvador Colon US Dollar
1058,East Caribbean Dollar
1059,CFP Franc
1060,Argentine Peso
1061,Pataca
1062,Brunei Dollar
1063,El Salvador Colon US Dollar
1064,Pula
1065,Pula
1066,European Unit of Account 9(E.U.A.-9)
1067,North Korean Won
1068,Indian Rupee Ngultrum
1069,Indian Rupee Ngultrum
1070,New Leu
1071,Comoro Franc
1072,Latvian Lats
1073,Dobra
1074,UIC-Franc
1075,Euro
1076,Lempira
1077,Belarussian Ruble
1078,Colombian Peso Unidad de Valor Real
1079,Singapore Dollar
1080,CFA Franc BEAC
1081,New Leu
1082,Tunisian Dinar
1083,Dalasi
1084,Rupiah
1085,Belarussian Ruble
1086,European Monetary Unit (E.M.U.-6)
1087,Indian Rupee Ngultrum
1088,Lempira
1089,Rial Omani
1090,Kip
1091,Kina
1092,New Leu
1093,Rial Omani
1094,Jordanian Dinar
1095,Pa'anga
1096,European Unit of Account 9(E.U.A.-9)
1097,Convertible Marks
1098,Denar
1099,Dominican Peso
1100,Comoro Franc
1101,Rwanda Franc
1102,Hong Kong Dollar
1103,Convertible Marks
1104,Dalasi
1105,Singapore Dollar
1106,East Caribbean Dollar
1107,Libyan Dinar
1108,Indian Rupee
1109,Bahamian Dollar
1110,Indian Rupee Ngultrum
1111,Kip
1112,Euro
1113,Brazilian Real
1114,Uganda Shilling
1115,Platinum
1116,Indian Rupee Ngultrum
1117,Lari
1118,Nepalese Rupee
1119,Sri Lanka Rupee
1120,Dominican Peso
1121,Kip
1122,Indian Rupee Ngultrum
1123,Armenian Dram
1124,Kip
1125,Colombian Peso Unidad de Valor Real
1126,Pakistan Rupee
1127,Costa Rican Colon
1128,Gibraltar Pound
1129,Azerbaijanian Manat
1130,Jamaican Dollar
1131,Peso Uruguayo Uruguay Peso en Unidades Indexadas
1132,Pula
1133,Indian Rupee
1134,Bermudian Dollar (customarily known as Bermuda Dollar)
1135,Tala
1136,Jamaican Dollar
1137,Peso Uruguayo Uruguay Peso en Unidades Indexadas
1138,Tala
1139,Uzbekistan Sum
1140,Egyptian Pound
1141,Singapore Dollar
1142,Rupiah
1143,Belarussian Ruble
1144,Falkland Islands Pound
1145,Solomon Islands Dollar
1146,Bahraini Dinar
1147,Armenian Dram
1148,Pula
1149,Rupiah
1150,Yuan Renminbi
1151,Ethiopian Birr
1152,Hryvnia
1153,Barbados Dollar
1154,Congolese Franc
1155,Serbian Dinar
1156,Hryvnia
1157,CFA Franc BCEAO
1158,UIC-Franc
1159,Indian Rupee
1160,Lari
1161,Brazilian Real
1162,Indian Rupee Ngultrum
1163,Singapore Dollar
1164,Sri Lanka Rupee
1165,Denar
1166,Serbian Dinar
1167,Iranian Rial
1168,Som
1169,North Korean Won
1170,Moroccan Dirham
1171,Brazilian Real
1172,Hong Kong Dollar
1173,New Leu
1174,Rwanda Franc
1175,Rial Omani
1176,Egyptian Pound
1177,Yuan Renminbi
1178,Indian Rupee Ngultrum
1179,Egyptian Pound
1180,Dominican Peso
1181,Aruban Guilder
1182,Yen
1183,Armenian Dram
1184,Solomon Islands Dollar
1185,Bolivar Fuerte
1186,East Caribbean Dollar
1187,Boliviano Mvdol
1188,Kwacha
1189,Lithuanian Litas
1190,Uganda Shilling
1191,Bulgarian Lev
1192,Quetzal
1193,Denar
1194,Gourde US Dollar
1195,Aruban Guilder
1196,Singapore Dollar
1197,Peso Uruguayo Uruguay Peso en Unidades Indexadas
1198,Indian Rupee
1199,Latvian Lats
1200,Rupiah
1201,Convertible Marks
1202,Denar
1203,Dominican Peso
1204,Pa'anga
1205,Pa'anga
1206,Dalasi
1207,Danish Krone
1208,Bolivar Fuerte
1209,Sri Lanka Rupee
1210,Lebanese Pound
1211,Lari
1212,Dalasi
1213,Jamaican Dollar
1214,Surinam Dollar
1215,Egyptian Pound
1216,Tanzanian Shilling
1217,Swiss Franc
