product_id,product_name
106,Malagasy Ariary
107,European Unit of Account 9(E.U.A.-9)
108,Solomon Islands Dollar
109,Solomon Islands Dollar
110,Dalasi
111,Pakistan Rupee
112,Indian Rupee Ngultrum
113,Costa Rican Colon
114,North Korean Won
115,Lari
116,Boliviano Mvdol
117,Quetzal
118,Argentine Peso
119,Iranian Rial
120,Comoro Franc
121,Armenian Dram
122,Liberian Dollar
123,New Leu
124,European Unit of Account 9(E.U.A.-9)
125,Cayman Islands Dollar
126,Som
127,Cape Verde Escudo
128,Aruban Guilder
129,Armenian Dram
130,Egyptian Pound
131,Bond Markets Units European Composite Unit (EURCO)
132,Dominican Peso
133,Nepalese Rupee
134,Denar
135,Kip
136,Denar
137,Djibouti Franc
138,Uganda Shilling
139,Moroccan Dirham
140,Yen
141,Falkland Islands Pound
142,Sri Lanka Rupee
143,East Caribbean Dollar
144,Saint Helena Pound
145,Ethiopian Birr
146,Tenge
147,Aruban Guilder
148,Rwanda Franc
149,Gibraltar Pound
150,Bahamian Dollar
151,Liberian Dollar
152,Cape Verde Escudo
153,Indian Rupee Ngultrum
154,Bolivar Fuerte
155,Lari
156,Ethiopian Birr
157,Singapore Dollar
158,Brazilian Real
159,European Unit of Account 17(E.U.A.-17)
160,Danish Krone
161,Surinam Dollar
162,Dominican Peso
163,Naira
164,Egyptian Pound
165,Lari
166,Bolivar Fuerte
167,Yen
168,Denar
169,Australian Dollar
170,Lebanese Pound
171,Bermudian Dollar (customarily known as Bermuda Dollar)
172,Iranian Rial
173,Hryvnia
174,Vatu
175,Australian Dollar
176,Ethiopian Birr
177,CFP Franc
178,Cayman Islands Dollar
179,New Leu
180,Dominican Peso
181,Uzbekistan Sum
182,Cordoba Oro
183,Lempira
184,Serbian Dinar
185,Bulgarian Lev
186,Bahraini Dinar
187,Bolivar Fuerte
188,Indian Rupee Ngultrum
189,Bolivar Fuerte
190,Rwanda Franc
191,Argentine Peso
192,Libyan Dinar
193,Libyan Dinar
194,Liberian Dollar
195,Iranian Rial
196,Bahamian Dollar
197,Congolese Franc
198,Solomon Islands Dollar
199,Kip
200,Sri Lanka Rupee
201,Bahamian Dollar
202,Sri Lanka Rupee
203,El Salvador Colon US Dollar
204,Yuan Renminbi
205,Yuan Renminbi
206,Costa Rican Colon
207,Congolese Franc
208,Congolese Franc
209,Indian Rupee Ngultrum
210,Indian Rupee Ngultrum
211,Rwanda Franc
212,Cape Verde Escudo
213,Dominican Peso
214,Bermudian Dollar (customarily known as Bermuda Dollar)
215,Yen
216,Nepalese Rupee
217,Cape Verde Escudo
218,Tugrik
219,Latvian Lats
220,Nepalese Rupee
221,Bahraini Dinar
222,Belarussian Ruble
223,CFP Franc
224,Malagasy Ariary
225,New Leu
226,CFP Franc
227,Rial Omani
228,Latvian Lats
229,Jordanian Dinar
230,Rwanda Franc
231,Som
232,Lithuanian Litas
233,Lari
234,Bulgarian Lev
235,Ouguiya
236,Gourde US Dollar
237,Moroccan Dirham
238,Rwanda Franc
239,Boliviano Mvdol
240,Indian Rupee Ngultrum
241,Som
242,Armenian Dram
243,European Monetary Unit (E.M.U.-6)
244,Sri Lanka Rupee
245,CFA Franc BEAC
246,Lari
247,Rwanda Franc
248,Iranian Rial
249,Indian Rupee Ngultrum
250,Peso Uruguayo Uruguay Peso en Unidades Indexadas
251,Hryvnia
252,Bond Markets Units European Composite Unit (EURCO)
253,Pa'anga
254,Hong Kong Dollar
255,Bahraini Dinar
256,Rupiah
257,Lari
258,Pula
259,Dobra
260,Bulgarian Lev
261,Australian Dollar
262,Djibouti Franc
263,CFA Franc BCEAO
264,Kip
265,Hryvnia
266,Hryvnia
267,Egyptian Pound
268,European Unit of Account 17(E.U.A.-17)
269,Hong Kong Dollar
270,Forint
271,Jordanian Dinar
272,Brazilian Real
273,Euro
274,Bond Markets Units European Composite Unit (EURCO)
275,Jordanian Dinar
276,Pula
277,CFP Franc
278,Serbian Dinar
279,Uzbekistan Sum
280,CFA Franc BEAC
281,Aruban Guilder
282,Denar
283,Bond Markets Units European Composite Unit (EURCO)
284,Libyan Dinar
285,Uganda Shilling
286,Latvian Lats
287,Cape Verde Escudo
288,Jamaican Dollar
289,Naira
290,New Leu
291,Iranian Rial
292,Latvian Lats
293,Liberian Dollar
294,Boliviano Mvdol
295,Pakistan Rupee
296,Bond Markets Units European Composite Unit (EURCO)
297,Leone
298,Rial Omani
299,Ouguiya
300,Swiss Franc
301,Indian Rupee Ngultrum
302,Pula
303,Swiss Franc
304,Falkland Islands Pound
305,Uzbekistan Sum
306,Azerbaijanian Manat
307,Moroccan Dirham
308,Sri Lanka Rupee
309,Colombian Peso Unidad de Valor Real
310,Comoro Franc
311,European Monetary Unit (E.M.U.-6)
312,Uzbekistan Sum
313,Pula
314,Bahamian Dollar
315,Moroccan Dirham
316,East Caribbean Dollar
317,Latvian Lats
318,Sri Lanka Rupee
319,Armenian Dram
320,Djibouti Franc
321,Belarussian Ruble
322,Costa Rican Colon
323,Quetzal
324,Rwanda Franc
325,Pula
326,Convertible Marks
327,Uzbekistan Sum
328,Hong Kong Dollar
329,Ouguiya
330,Kip
331,East Caribbean Dollar
332,Solomon Islands Dollar
333,Moroccan Dirham
334,Pakistan Rupee
335,Iranian Rial
336,Brazilian Real
337,Latvian Lats
338,Bolivar Fuerte
339,Lari
340,Lari
341,Dobra
342,El Salvador Colon US Dollar
343,Tanzanian Shilling
344,Rupiah
345,Platinum
346,Costa Rican Colon
347,Danish Krone
348,Forint
349,Egyptian Pound
350,Libyan Dinar
351,Trinidad and Tobago Dollar
352,Singapore Dollar
353,European Unit of Account 17(E.U.A.-17)
354,Kip
355,North Korean Won
356,North Korean Won
357,Australian Dollar
358,European Monetary Unit (E.M.U.-6)
359,Moroccan Dirham
360,Convertible Marks
361,Hryvnia
362,Gourde US Dollar
363,Cordoba Oro
364,Bolivar Fuerte
365,Ethiopian Birr
366,Bolivar Fuerte
367,Brunei Dollar
368,Bolivar Fuerte
369,Dalasi
370,Serbian Dinar
371,Denar
372,Kip
373,Trinidad and Tobago Dollar
374,Cape Verde Escudo
375,Quetzal
376,Moroccan Dirham
377,Egyptian Pound
378,European Unit of Account 9(E.U.A.-9)
379,Hryvnia
380,Lari
381,Solomon Islands Dollar
382,Bond Markets Units European Composite Unit (EURCO)
383,Hryvnia
384,Indian Rupee Ngultrum
385,Pula
386,CFA Franc BCEAO
387,European Unit of Account 9(E.U.A.-9)
388,New Leu
389,Ouguiya
390,Convertible Marks
391,European Monetary Unit (E.M.U.-6)
392,El Salvador Colon US Dollar
393,Congolese Franc
394,Leone
395,Rwanda Franc
396,Brazilian Real
397,Bulgarian Lev
398,Qatari Rial
399,Latvian Lats
400,Saint Helena Pound
401,Kip
402,Lebanese Pound
403,Kip
404,New Leu
405,Zloty
406,European Unit of Account 17(E.U.A.-17)
407,Boliviano Mvdol
408,Costa Rican Colon
409,New Leu
410,Trinidad and Tobago Dollar
411,Forint
412,Colombian Peso Unidad de Valor Real
413,Cape Verde Escudo
414,Gourde US Dollar
415,Indian Rupee Ngultrum
416,Iranian Rial
417,Pataca
418,Peso Uruguayo Uruguay Peso en Unidades Indexadas
419,Indian Rupee Ngultrum
420,Pula
421,Rwanda Franc
422,Iranian Rial
423,Egyptian Pound
424,Surinam Dollar
425,Kwacha
426,Argentine Peso
427,European Unit of Account 9(E.U.A.-9)
428,Cordoba Oro
429,Kina
430,Bulgarian Lev
431,Sri Lanka Rupee
432,Kip
433,Egyptian Pound
434,Lempira
435,Lebanese Pound
436,Libyan Dinar
437,Yuan Renminbi
438,Libyan Dinar
439,Denar
440,Gourde US Dollar
441,Moroccan Dirham
442,Aruban Guilder
443,Liberian Dollar
444,Pa'anga
445,Tugrik
446,Serbian Dinar
447,Pa'anga
448,Lempira
449,Swiss Franc
450,Kip
451,Rwanda Franc
452,Lebanese Pound
453,Hryvnia
454,European Unit of Account 17(E.U.A.-17)
455,Liberian Dollar
456,North Korean Won
457,Ethiopian Birr
458,Ethiopian Birr
459,European Unit of Account 17(E.U.A.-17)
460,Bond Markets Units European Composite Unit (EURCO)
461,Cordoba Oro
462,Costa Rican Colon
463,Pataca
464,Brunei Dollar
465,Rwanda Franc
466,Bahamian Dollar
467,Solomon Islands Dollar
468,Convertible Marks
469,Bond Markets Units European Composite Unit (EURCO)
470,Pula
471,Pula
472,Bahraini Dinar
473,Egyptian Pound
474,Rial Omani
475,Rupiah
476,El Salvador Colon US Dollar
477,UIC-Franc
478,Peso Uruguayo Uruguay Peso en Unidades Indexadas
479,Iranian Rial
480,Som
481,Boliviano Mvdol
482,Gibraltar Pound
483,Falkland Islands Pound
484,Yen
485,Libyan Dinar
486,Malagasy Ariary
487,Brunei Dollar
488,European Unit of Account 17(E.U.A.-17)
489,Rwanda Franc
490,Azerbaijanian Manat
491,El Salvador Colon US Dollar
492,Costa Rican Colon
493,Falkland Islands Pound
494,CFP Franc
495,Kip
496,Peso Uruguayo Uruguay Peso en Unidades Indexadas
497,Lempira
498,Bulgarian Lev
499,Euro
500,Denar
501,Swiss Franc
502,New Leu
503,Hryvnia
504,Liberian Dollar
505,Rwanda Franc
506,Convertible Marks
507,Serbian Dinar
508,Uzbekistan Sum
509,Brazilian Real
510,Costa Rican Colon
511,Liberian Dollar
512,Kina
513,European Monetary Unit (E.M.U.-6)
514,Libyan Dinar
515,Pula
516,Nepalese Rupee
517,Lari
518,Moroccan Dirham
519,Liberian Dollar
520,Comoro Franc
521,Uzbekistan Sum
522,Indian Rupee Ngultrum
523,Rwanda Franc
524,Peso Uruguayo Uruguay Peso en Unidades Indexadas
525,Brazilian Real
526,Qatari Rial
527,Lebanese Pound
528,Philippine Peso
529,Kip
530,Dominican Peso
531,Bahamian Dollar
532,Bulgarian Lev
533,New Leu
534,New Leu
535,Moroccan Dirham
536,Kina
537,Pula
538,New Leu
539,Bulgarian Lev
540,Dominican Peso
541,Brazilian Real
542,Peso Uruguayo Uruguay Peso en Unidades Indexadas
543,Ouguiya
544,Rwanda Franc
545,Sri Lanka Rupee
546,CFA Franc BEAC
547,Peso Uruguayo Uruguay Peso en Unidades Indexadas
548,Moroccan Dirham
549,Indian Rupee Ngultrum
550,European Unit of Account 17(E.U.A.-17)
551,Surinam Dollar
552,Lari
553,Indian Rupee
554,Saint Helena Pound
555,Rupiah
556,Swiss Franc
557,Peso Uruguayo Uruguay Peso en Unidades Indexadas
558,Pataca
559,New Leu
560,Dobra
561,East Caribbean Dollar
562,Hryvnia
563,Euro
564,North Korean Won
565,Naira
566,Azerbaijanian Manat
567,CFA Franc BCEAO
568,Liberian Dollar
569,Azerbaijanian Manat
570,Gibraltar Pound
571,Liberian Dollar
572,Malagasy Ariary
573,Aruban Guilder
574,UIC-Franc
575,Jordanian Dinar
576,Pula
577,Lebanese Pound
578,Philippine Peso
579,Argentine Peso
580,Denar
581,Yuan Renminbi
582,Hryvnia
583,Djibouti Franc
584,Lari
585,Ouguiya
586,Moroccan Dirham
587,Malagasy Ariary
588,Egyptian Pound
589,Lebanese Pound
590,Quetzal
591,Nepalese Rupee
592,Kip
593,Pula
594,Kip
595,Congolese Franc
596,Peso Uruguayo Uruguay Peso en Unidades Indexadas
597,Sri Lanka Rupee
598,Lithuanian Litas
599,El Salvador Colon US Dollar
600,Qatari Rial
601,Qatari Rial
602,CFP Franc
603,Tunisian Dinar
604,Barbados Dollar
605,Ethiopian Birr
606,Uganda Shilling
607,Tanzanian Shilling
608,Denar
609,Barbados Dollar
610,Kwacha
611,Convertible Marks
612,Brunei Dollar
613,Yuan Renminbi
614,Palladium
615,Convertible Marks
616,Convertible Marks
617,Bermudian Dollar (customarily known as Bermuda Dollar)
618,Rial Omani
619,East Caribbean Dollar
620,Lempira
621,Euro
622,Syrian Pound
623,Comoro Franc
624,Liberian Dollar
625,Gibraltar Pound
626,Indian Rupee Ngultrum
627,Lithuanian Litas
628,Philippine Peso
629,Egyptian Pound
630,Australian Dollar
631,Denar
632,Som
633,Ethiopian Birr
634,Kip
635,Brazilian Real
636,Bermudian Dollar (customarily known as Bermuda Dollar)
637,Denar
638,Tugrik
639,El Salvador Colon US Dollar
640,Kip
641,Bahamian Dollar
642,Philippine Peso
643,Jamaican Dollar
644,CFA Franc BEAC
645,Rwanda Franc
646,El Salvador Colon US Dollar
647,Tala
648,Barbados Dollar
649,Hryvnia
650,Dobra
651,Azerbaijanian Manat
652,Uzbekistan Sum
653,Uganda Shilling
654,Quetzal
655,Brazilian Real
656,Euro
657,Peso Uruguayo Uruguay Peso en Unidades Indexadas
658,Indian Rupee Ngultrum
659,Indian Rupee Ngultrum
660,Bond Markets Units European Composite Unit (EURCO)
661,Tanzanian Shilling
662,Platinum
663,Denar
664,Comoro Franc
665,Lari
666,Sri Lanka Rupee
667,Brazilian Real
668,Euro
669,CFA Franc BCEAO
670,Moroccan Dirham
671,Lebanese Pound
672,El Salvador Colon US Dollar
673,North Korean Won
674,Rial Omani
675,Latvian Lats
676,Dominican Peso
677,Jamaican Dollar
678,Uzbekistan Sum
679,Indian Rupee Ngultrum
680,Australian Dollar
681,Jamaican Dollar
682,New Leu
683,Pakistan Rupee
684,European Unit of Account 9(E.U.A.-9)
685,Nepalese Rupee
686,Platinum
687,Rwanda Franc
688,Barbados Dollar
689,Armenian Dram
690,Tenge
691,Argentine Peso
692,Cordoba Oro
693,North Korean Won
694,Armenian Dram
695,Dominican Peso
696,Danish Krone
697,Brazilian Real
698,El Salvador Colon US Dollar
699,European Monetary Unit (E.M.U.-6)
700,Brazilian Real
701,Sri Lanka Rupee
702,Congolese Franc
703,Hong Kong Dollar
704,UIC-Franc
705,North Korean Won
706,Costa Rican Colon
707,European Unit of Account 9(E.U.A.-9)
708,Peso Uruguayo Uruguay Peso en Unidades Indexadas
709,Nepalese Rupee
710,Nepalese Rupee
711,Sri Lanka Rupee
712,Lari
713,Kip
714,Brunei Dollar
715,New Leu
716,Indian Rupee Ngultrum
717,Convertible Marks
718,Liberian Dollar
719,Hryvnia
720,Pula
721,CFA Franc BEAC
722,Kip
723,Ethiopian Birr
724,Bolivar Fuerte
725,Bermudian Dollar (customarily known as Bermuda Dollar)
726,Pakistan Rupee
727,Ethiopian Birr
728,Australian Dollar
729,El Salvador Colon US Dollar
730,Egyptian Pound
731,Brazilian Real
732,Kip
733,Indian Rupee Ngultrum
734,Armenian Dram
735,Quetzal
736,Costa Rican Colon
737,Qatari Rial
738,Dobra
739,Palladium
740,Rwanda Franc
741,Lari
742,Hryvnia
743,Nepalese Rupee
744,Zloty
745,Latvian Lats
746,Indian Rupee
747,Armenian Dram
748,Moroccan Dirham
749,Bulgarian Lev
750,Dobra
751,Dominican Peso
752,Ethiopian Birr
753,Denar
754,Kwacha
755,Syrian Pound
756,Croatian Kuna
757,UIC-Franc
758,Libyan Dinar
759,Leone
760,Falkland Islands Pound
761,European Unit of Account 17(E.U.A.-17)
762,Bond Markets Units European Composite Unit (EURCO)
763,Forint
764,Naira
765,Indian Rupee Ngultrum
766,Surinam Dollar
767,Hong Kong Dollar
768,Brazilian Real
769,Indian Rupee Ngultrum
770,Kina
771,Uzbekistan Sum
772,Palladium
773,Solomon Islands Dollar
774,Hong Kong Dollar
775,Rwanda Franc
776,Serbian Dinar
777,Yuan Renminbi
778,CFA Franc BCEAO
779,Jamaican Dollar
780,Bahraini Dinar
781,Aruban Guilder
782,Djibouti Franc
783,Lari
784,Indian Rupee Ngultrum
785,Tunisian Dinar
786,Lari
787,Peso Uruguayo Uruguay Peso en Unidades Indexadas
788,Boliviano Mvdol
789,Dobra
790,Syrian Pound
791,Pula
792,Swiss Franc
793,Kina
794,Egyptian Pound
795,Moroccan Dirham
796,Tugrik
797,Armenian Dram
798,Lari
799,Bolivar Fuerte
800,Tugrik
801,Lari
802,Aruban Guilder
803,Convertible Marks
804,Iranian Rial
805,Bahamian Dollar
806,Egyptian Pound
807,Uzbekistan Sum
808,Jordanian Dinar
809,Iranian Rial
810,Denar
811,Cordoba Oro
812,Vatu
813,Yuan Renminbi
814,Jordanian Dinar
815,Lari
816,Kina
817,Egyptian Pound
818,El Salvador Colon US Dollar
819,Convertible Marks
820,Vatu
821,Rupiah
822,Palladium
823,Ethiopian Birr
824,Forint
825,CFA Franc BCEAO
826,Lari
827,Colombian Peso Unidad de Valor Real
828,Solomon Islands Dollar
829,Malagasy Ariary
830,Latvian Lats
831,Dominican Peso
832,Syrian Pound
833,Cape Verde Escudo
834,Indian Rupee Ngultrum
835,Rial Omani
836,Lempira
837,Costa Rican Colon
838,Lari
839,Naira
840,Moroccan Dirham
841,Dalasi
842,UIC-Franc
843,Palladium
844,Lebanese Pound
845,Dalasi
846,Libyan Dinar
847,Cape Verde Escudo
848,Solomon Islands Dollar
849,Australian Dollar
850,Naira
851,Australian Dollar
852,Leone
853,Hong Kong Dollar
854,Jamaican Dollar
855,Malagasy Ariary
856,North Korean Won
857,New Leu
858,Ethiopian Birr
859,Denar
860,Pula
861,Vatu
862,Lari
863,Indian Rupee Ngultrum
864,Bermudian Dollar (customarily known as Bermuda Dollar)
865,Indian Rupee
866,Lari
867,Pula
868,Pataca
869,Congolese Franc
870,Iranian Rial
871,Yuan Renminbi
872,Lari
873,Bolivar Fuerte
874,Solomon Islands Dollar
875,East Caribbean Dollar
876,Pataca
877,European Monetary Unit (E.M.U.-6)
878,Argentine Peso
879,Bond Markets Units European Composite Unit (EURCO)
880,Pakistan Rupee
881,European Unit of Account 9(E.U.A.-9)
882,Denar
883,El Salvador Colon US Dollar
884,Sri Lanka Rupee
885,Barbados Dollar
886,Indian Rupee Ngultrum
887,Peso Uruguayo Uruguay Peso en Unidades Indexadas
888,Peso Uruguayo Uruguay Peso en Unidades Indexadas
889,Bahraini Dinar
890,Costa Rican Colon
891,Bolivar Fuerte
892,Iranian Rial
893,El Salvador Colon US Dollar
894,El Salvador Colon US Dollar
895,Lari
896,Forint
897,Congolese Franc
898,New Leu
899,Lari
900,Libyan Dinar
901,Dalasi
902,Djibouti Franc
903,El Salvador Colon US Dollar
904,Sri Lanka Rupee
905,UIC-Franc
906,Dominican Peso
907,Vatu
908,Som
909,Dominican Peso
910,European Unit of Account 17(E.U.A.-17)
911,Syrian Pound
912,Jordanian Dinar
913,Convertible Marks
914,CFA Franc BEAC
915,Dobra
916,Libyan Dinar
917,Sri Lanka Rupee
918,Tugrik
919,Palladium
920,Hryvnia
921,Egyptian Pound
922,Lempira
923,Denar
924,Lari
925,Armenian Dram
926,El Salvador Colon US Dollar
927,Ouguiya
928,Surinam Dollar
929,Lari
930,Comoro Franc
931,Sri Lanka Rupee
932,Armenian Dram
933,Latvian Lats
934,North Korean Won
935,Lari
936,Ouguiya
937,Vatu
938,Nepalese Rupee
939,Yuan Renminbi
940,Rupiah
941,European Unit of Account 9(E.U.A.-9)
942,Rwanda Franc
943,Pataca
944,Djibouti Franc
945,Bulgarian Lev
946,Peso Uruguayo Uruguay Peso en Unidades Indexadas
947,Denar
948,Rwanda Franc
949,New Leu
950,El Salvador Colon US Dollar
951,Yuan Renminbi
952,Leone
953,Bahraini Dinar
954,Qatari Rial
955,Croatian Kuna
956,Croatian Kuna
957,Uzbekistan Sum
958,Pa'anga
959,Liberian Dollar
960,Hong Kong Dollar
961,Brazilian Real
962,Swiss Franc
963,Palladium
964,Sri Lanka Rupee
965,Falkland Islands Pound
966,Aruban Guilder
967,Rupiah
968,Bolivar Fuerte
969,Rupiah
970,Tenge
971,Som
972,Aruban Guilder
973,Aruban Guilder
974,Kina
975,Congolese Franc
976,Surinam Dollar
977,Euro
978,Ethiopian Birr
979,Denar
980,Armenian Dram
981,Latvian Lats
982,Kina
983,Leone
984,Bond Markets Units European Composite Unit (EURCO)
985,Egyptian Pound
986,Bond Markets Units European Composite Unit (EURCO)
987,Peso Uruguayo Uruguay Peso en Unidades Indexadas
988,CFP Franc
989,Palladium
990,Libyan Dinar
991,Tala
992,Palladium
993,Tala
994,CFA Franc BEAC
995,Bahraini Dinar
996,Rial Omani
997,Lari
998,Palladium
999,Convertible Marks
1000,Indian Rupee Ngultrum
1001,Libyan Dinar
1002,Euro
1003,Sri Lanka Rupee
1004,Boliviano Mvdol
1005,Falkland Islands Pound
1006,Solomon Islands Dollar
1007,Indian Rupee Ngultrum
1008,Rwanda Franc
1009,Platinum
1010,Bulgarian Lev
1011,Congolese Franc
1012,Lebanese Pound
1013,Tala
1014,Rwanda Franc
1015,Dobra
1016,Latvian Lats
1017,Serbian Dinar
1018,Rwanda Franc
1019,Indian Rupee Ngultrum
1020,Uganda Shilling
1021,Saint Helena Pound
1022,Som
1023,Naira
1024,Colombian Peso Unidad de Valor Real
1025,Danish Krone
1026,Kip
1027,New Leu
1028,Costa Rican Colon
1029,Yuan Renminbi
1030,Kip
1031,CFP Franc
1032,Argentine Peso
1033,European Unit of Account 9(E.U.A.-9)
1034,Bermudian Dollar (customarily known as Bermuda Dollar)
1035,Denar
1036,Libyan Dinar
1037,Palladium
1038,Aruban Guilder
1039,Solomon Islands Dollar
1040,European Monetary Unit (E.M.U.-6)
1041,Brazilian Real
1042,European Monetary Unit (E.M.U.-6)
1043,Convertible Marks
1044,Liberian Dollar
1045,Lari
1046,Moroccan Dirham
1047,Lebanese Pound
1048,Pula
1049,Egyptian Pound
1050,Bond Markets Units European Composite Unit (EURCO)
1051,UIC-Franc
1052,Convertible Marks
1053,Indian Rupee Ngultrum
1054,Vatu
1055,Peso Uruguayo Uruguay Peso en Unidades Indexadas
1056,Zloty
1057,Pula
1058,Dominican Peso
1059,Kip
1060,Syrian Pound
1061,El Salvador Colon US Dollar
1062,Bermudian Dollar (customarily known as Bermuda Dollar)
1063,Kip
1064,Aruban Guilder
1065,Lari
1066,Peso Uruguayo Uruguay Peso en Unidades Indexadas
1067,Libyan Dinar
1068,Jordanian Dinar
1069,Swiss Franc
1070,European Unit of Account 17(E.U.A.-17)
1071,Yuan Renminbi
1072,Argentine Peso
1073,CFA Franc BCEAO
1074,Yuan Renminbi
1075,Kina
1076,Indian Rupee Ngultrum
1077,Argentine Peso
1078,Bahraini Dinar
1079,Palladium
1080,European Unit of Account 9(E.U.A.-9)
1081,Indian Rupee Ngultrum
1082,Moroccan Dirham
1083,Indian Rupee
1084,European Monetary Unit (E.M.U.-6)
1085,European Unit of Account 17(E.U.A.-17)
1086,Lithuanian Litas
1087,Som
1088,Saint Helena Pound
1089,Pula
1090,Lempira
1091,Qatari Rial
1092,Ethiopian Birr
1093,Dobra
1094,Pa'anga
1095,Tala
1096,UIC-Franc
1097,Liberian Dollar
1098,Lebanese Pound
1099,Dobra
1100,Latvian Lats
1101,El Salvador Colon US Dollar
1102,Bond Markets Units European Composite Unit (EURCO)
1103,European Unit of Account 17(E.U.A.-17)
1104,Sri Lanka Rupee
1105,CFA Franc BEAC
1106,Tunisian Dinar
1107,Indian Rupee Ngultrum
1108,Aruban Guilder
1109,Denar
1110,East Caribbean Dollar
1111,Kip
1112,Lebanese Pound
1113,Denar
1114,Ethiopian Birr
1115,Platinum
1116,Denar
1117,Pakistan Rupee
1118,Rwanda Franc
1119,Lari
1120,Palladium
1121,Bulgarian Lev
1122,Pula
1123,Indian Rupee Ngultrum
1124,Liberian Dollar
1125,Dominican Peso
1126,Forint
1127,Bermudian Dollar (customarily known as Bermuda Dollar)
1128,Gibraltar Pound
1129,New Leu
1130,Lari
1131,Bulgarian Lev
1132,Cordoba Oro
1133,Rwanda Franc
1134,Quetzal
1135,Costa Rican Colon
1136,Libyan Dinar
1137,Kip
1138,Brazilian Real
1139,Hong Kong Dollar
1140,Brazilian Real
1141,Convertible Marks
1142,Jamaican Dollar
1143,Comoro Franc
1144,Bulgarian Lev
1145,Brazilian Real
1146,Liberian Dollar
1147,Lebanese Pound
1148,Aruban Guilder
1149,Liberian Dollar
1150,UIC-Franc
1151,New Leu
1152,Tunisian Dinar
1153,Jordanian Dinar
1154,European Unit of Account 17(E.U.A.-17)
1155,Dominican Peso
1156,Singapore Dollar
1157,Tenge
1158,Pula
1159,Saint Helena Pound
1160,North Korean Won
1161,Bahamian Dollar
1162,Kip
1163,Convertible Marks
1164,Kina
1165,Pakistan Rupee
1166,Ethiopian Birr
1167,Lari
1168,Lari
1169,Colombian Peso Unidad de Valor Real
1170,Indian Rupee Ngultrum
1171,Lempira
1172,Argentine Peso
1173,Kip
1174,Brunei Dollar
1175,Uzbekistan Sum
1176,Latvian Lats
1177,Yuan Renminbi
1178,Bahamian Dollar
1179,Bond Markets Units European Composite Unit (EURCO)
1180,Quetzal
1181,Rial Omani
1182,Boliviano Mvdol
1183,Brazilian Real
1184,Palladium
1185,Costa Rican Colon
1186,Pula
1187,Trinidad and Tobago Dollar
1188,North Korean Won
1189,Kina
1190,Solomon Islands Dollar
1191,El Salvador Colon US Dollar
1192,Syrian Pound
1193,Tunisian Dinar
1194,Indian Rupee
1195,Iranian Rial
1196,Rial Omani
1197,Bermudian Dollar (customarily known as Bermuda Dollar)
1198,Rwanda Franc
1199,Lari
1200,Boliviano Mvdol
1201,Indian Rupee Ngultrum
1202,Armenian Dram
1203,Palladium
1204,Ouguiya
1205,Tala
1206,Rupiah
1207,Indian Rupee Ngultrum
1208,Yuan Renminbi
1209,Rupiah
1210,Dalasi
1211,Saint Helena Pound
1212,Denar
1213,Lebanese Pound
1214,Liberian Dollar
1215,New Leu
1216,Euro
1217,Libyan Dinar
1218,Jordanian Dinar
1219,Bolivar Fuerte
